customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_calls,satisfaction_score,signup_date,churned
29805,58,66,46.05,3039.3,One year,Credit card,Fiber optic,1,4.0,2022-03-04,0
46571,22,120,50.64,6076.8,One year,Mailed check,Fiber optic,1,4.0,2024-07-08,0
26274,27,103,100.64,10365.92,Month-to-month,Bank transfer,DSL,1,3.0,2021-09-05,0
30188,37,0,76.66,0.0,Month-to-month,Bank transfer,DSL,3,4.0,2022-03-24,1
683,32,25,52.24,1306.0,One year,Credit card,DSL,1,3.0,2018-02-04,0
17984,31,36,,1566.72,Month-to-month,Mailed check,Fiber optic,2,4.0,2020-07-08,0
4231,18,5,44.11,220.55,Two year,Credit card,Fiber optic,3,2.0,2018-08-05,0
5936,46,31,77.96,2416.76,Two year,Bank transfer,Fiber optic,3,2.0,2018-10-31,0
18480,51,20,76.42,1528.4,,Electronic check,DSL,2,2.0,2020-08-02,0
47979,19,8,26.39,211.12,One year,Electronic check,Fiber optic,3,4.0,2024-09-18,0
36759,18,86,103.4,8892.4,,Credit card,Fiber optic,1,4.0,2023-02-23,0
5002,33,23,31.96,735.08,Month-to-month,Credit card,DSL,5,5.0,2018-09-13,0
2924,39,3,94.06,282.18,,Bank transfer,Fiber optic,1,4.0,2018-05-30,0
47729,47,27,40.62,1096.74,One year,Bank transfer,No,4,2.0,2024-09-05,0
26390,29,1,95.55,95.55,One year,Credit card,DSL,3,3.0,2021-09-11,0
33795,51,14,89.89,1258.46,One year,Mailed check,DSL,2,5.0,2022-09-24,0
2692,36,2,61.45,122.9,One year,Bank transfer,DSL,2,4.0,2018-05-18,0
7828,36,12,118.89,1426.68,One year,,DSL,2,4.0,2019-02-05,0
4812,18,75,93.82,7036.5,One year,Credit card,Fiber optic,5,3.0,2018-09-03,0
35727,60,6,65.72,394.32,One year,Bank transfer,Fiber optic,3,4.0,2023-01-01,0
3447,38,50,101.09,5054.5,Month-to-month,,Fiber optic,2,4.0,2018-06-26,0
48735,67,18,53.24,958.32,Two year,Mailed check,Fiber optic,0,5.0,2024-10-27,0
19962,29,7,102.1,714.7,,Electronic check,No,2,2.0,2020-10-17,0
34799,52,2,73.04,146.08,Two year,Mailed check,DSL,1,5.0,2022-11-14,0
24483,38,2,14.79,29.58,Month-to-month,Credit card,No,2,5.0,2021-06-05,0
8157,42,8,58.14,465.12,Month-to-month,Credit card,Fiber optic,5,4.0,2019-02-21,0
18961,37,18,37.53,675.54,One year,Electronic check,Fiber optic,2,5.0,2020-08-27,0
13502,43,21,96.06,2017.26,One year,Mailed check,DSL,2,5.0,2019-11-22,0
29029,18,4,80.7,322.8,Month-to-month,Credit card,No,3,4.0,2022-01-23,0
49451,18,4,104.66,418.64,Month-to-month,Electronic check,DSL,3,4.0,2024-12-02,1
24615,46,39,44.01,1716.39,One year,Bank transfer,Fiber optic,1,4.0,2021-06-12,0
24264,18,9,108.6,977.4,Month-to-month,,No,1,4.0,2021-05-25,0
29973,54,7,50.88,356.16,One year,Credit card,DSL,2,2.0,2022-03-13,0
38450,28,37,11.15,412.55,One year,Credit card,DSL,2,4.0,2023-05-20,0
17456,53,38,35.32,1342.16,Month-to-month,Electronic check,DSL,1,4.0,2020-06-11,0
44654,64,2,71.26,142.52,Month-to-month,Credit card,Fiber optic,0,3.0,2024-04-01,0
43379,49,7,35.93,251.51,Month-to-month,Credit card,Fiber optic,1,,2024-01-27,1
10492,41,7,45.33,317.31,Month-to-month,Credit card,DSL,1,,2019-06-21,0
1232,19,11,74.22,816.42,Month-to-month,Credit card,Fiber optic,1,,2018-03-04,0
7752,44,7,87.75,614.25,Month-to-month,Credit card,DSL,2,4.0,2019-02-01,0
109,43,4,86.78,347.12,One year,Mailed check,Fiber optic,4,3.0,2018-01-06,0
15427,46,31,82.79,2566.49,Month-to-month,Credit card,DSL,5,1.0,2020-02-28,0
46490,40,32,,3137.28,Month-to-month,Credit card,No,3,3.0,2024-07-04,0
22951,37,28,84.99,2379.72,Two year,Mailed check,Fiber optic,2,5.0,2021-03-19,0
45875,18,2,10.0,20.0,,Electronic check,Fiber optic,3,4.0,2024-06-03,0
34296,33,82,31.58,2589.56,Month-to-month,Electronic check,Fiber optic,0,3.0,2022-10-20,0
3530,24,22,10.0,220.0,Two year,Credit card,No,2,3.0,2018-06-30,0
3111,22,20,97.19,1943.8,One year,Electronic check,DSL,0,2.0,2018-06-08,0
21719,24,58,68.87,3994.46,Two year,Mailed check,Fiber optic,5,4.0,2021-01-15,0
20796,28,61,70.5,4300.5,Month-to-month,Credit card,Fiber optic,4,4.0,2020-11-29,0
23379,47,24,74.85,1796.4,Month-to-month,Bank transfer,No,1,5.0,2021-04-10,0
45436,54,10,52.88,528.8,One year,Bank transfer,Fiber optic,1,5.0,2024-05-11,0
16181,39,9,43.78,394.02,,Credit card,No,2,4.0,2020-04-07,0
17682,35,70,51.99,3639.3,Month-to-month,Mailed check,Fiber optic,0,4.0,2020-06-22,0
12286,49,11,84.85,933.35,Month-to-month,Credit card,DSL,3,5.0,2019-09-21,0
30935,40,4,133.04,532.16,Month-to-month,Electronic check,Fiber optic,1,5.0,2022-05-01,1
20140,35,0,68.82,0.0,One year,Bank transfer,Fiber optic,1,3.0,2020-10-26,0
21091,21,2,10.0,20.0,Month-to-month,Bank transfer,No,1,3.0,2020-12-14,0
12774,50,25,10.0,250.0,,Credit card,Fiber optic,0,3.0,2019-10-15,0
13578,47,31,70.26,2178.06,One year,Electronic check,DSL,1,5.0,2019-11-26,0
1397,19,10,80.0,800.0,Month-to-month,Mailed check,DSL,4,5.0,2018-03-13,0
29116,42,23,79.36,1825.28,Month-to-month,Mailed check,Fiber optic,2,2.0,2022-01-28,0
19805,53,28,109.64,3069.92,Month-to-month,Mailed check,Fiber optic,2,3.0,2020-10-09,0
27244,41,6,43.6,261.6,Month-to-month,Electronic check,Fiber optic,1,1.0,2021-10-24,1
36339,36,6,60.29,361.74,Month-to-month,Bank transfer,DSL,3,3.0,2023-02-01,1
40305,44,8,37.19,297.52,One year,Electronic check,DSL,1,4.0,2023-08-23,0
3142,18,22,29.63,651.86,,Credit card,DSL,5,4.0,2018-06-10,0
46474,53,1,34.85,34.85,,Credit card,Fiber optic,3,3.0,2024-07-03,1
38437,18,18,,1722.06,One year,Credit card,Fiber optic,3,3.0,2023-05-19,0
23821,48,1,72.04,72.04,Month-to-month,Credit card,DSL,0,5.0,2021-05-02,0
17916,53,25,98.6,2465.0,Month-to-month,Credit card,Fiber optic,1,4.0,2020-07-04,0
7337,39,1,88.06,88.06,Month-to-month,Credit card,No,2,4.0,2019-01-11,0
42773,46,1,41.5,41.5,One year,Credit card,DSL,3,5.0,2023-12-27,0
23429,43,30,15.32,459.6,Month-to-month,Electronic check,DSL,0,4.0,2021-04-12,0
4290,49,3,34.49,103.47,,Bank transfer,DSL,2,4.0,2018-08-08,0
43516,62,6,75.34,452.04,Month-to-month,Credit card,No,1,2.0,2024-02-03,0
6664,18,10,121.71,1217.1,One year,Bank transfer,DSL,2,5.0,2018-12-07,0
27405,35,8,,673.68,Month-to-month,Bank transfer,No,2,4.0,2021-11-01,0
36887,60,19,79.39,1508.41,Two year,Electronic check,Fiber optic,1,2.0,2023-03-01,1
2087,32,22,26.97,593.34,,Credit card,Fiber optic,2,4.0,2018-04-17,1
3203,43,24,68.1,1634.4,Month-to-month,Credit card,Fiber optic,2,3.0,2018-06-13,0
46072,47,32,16.8,537.6,Two year,Credit card,Fiber optic,1,4.0,2024-06-13,0
43863,18,19,63.65,1209.35,,Mailed check,DSL,2,3.0,2024-02-21,0
10445,47,15,103.87,1558.05,Month-to-month,Electronic check,DSL,1,4.0,2019-06-18,0
17363,46,51,59.01,3009.51,One year,Credit card,Fiber optic,3,2.0,2020-06-06,0
31690,35,6,64.12,384.72,Two year,Electronic check,Fiber optic,4,3.0,2022-06-08,0
35014,29,31,55.16,1709.96,One year,Electronic check,Fiber optic,1,5.0,2022-11-25,0
30686,53,19,113.15,2149.85,One year,Mailed check,Fiber optic,6,,2022-04-18,0
8289,30,115,54.86,6308.9,Two year,Mailed check,No,3,1.0,2019-02-28,0
41480,33,5,124.48,622.4,One year,Bank transfer,DSL,2,4.0,2023-10-22,0
40536,58,45,88.73,3992.85,Month-to-month,Mailed check,Fiber optic,1,2.0,2023-09-04,1
15595,42,49,90.27,4423.23,One year,Bank transfer,Fiber optic,2,4.0,2020-03-08,0
2324,65,53,53.58,2839.74,Month-to-month,Bank transfer,Fiber optic,3,5.0,2018-04-29,0
10784,52,14,87.66,1227.24,,Credit card,Fiber optic,3,2.0,2019-07-06,0
14463,42,16,24.18,386.88,Month-to-month,Credit card,Fiber optic,4,3.0,2020-01-10,0
11606,23,11,98.99,1088.89,One year,Credit card,No,2,3.0,2019-08-17,0
36839,35,5,70.42,352.1,Two year,Credit card,Fiber optic,1,4.0,2023-02-27,0
49009,41,40,51.53,2061.2,Month-to-month,Mailed check,No,0,5.0,2024-11-10,0
30690,18,2,57.64,115.28,,Electronic check,DSL,1,5.0,2022-04-18,0
26127,23,70,35.04,2452.8,Month-to-month,Mailed check,No,4,3.0,2021-08-28,0
10366,49,3,63.06,189.18,One year,Electronic check,DSL,1,5.0,2019-06-14,0
44092,34,15,75.7,1135.5,Two year,,Fiber optic,2,5.0,2024-03-03,0
6754,45,34,69.92,2377.28,Two year,Credit card,DSL,3,5.0,2018-12-12,0
8481,35,5,,453.6,Month-to-month,Credit card,Fiber optic,2,4.0,2019-03-10,0
46242,39,16,43.84,701.44,Month-to-month,Electronic check,DSL,0,2.0,2024-06-21,1
43788,62,10,49.48,494.8,Month-to-month,Credit card,Fiber optic,2,4.0,2024-02-17,0
49233,56,11,59.21,651.31,Two year,Credit card,Fiber optic,3,4.0,2024-11-21,0
36722,45,14,111.1,1555.4,One year,Bank transfer,No,1,4.0,2023-02-21,0
43448,41,49,16.18,792.82,One year,Electronic check,No,1,5.0,2024-01-31,0
27292,40,12,59.75,717.0,One year,Mailed check,Fiber optic,1,2.0,2021-10-27,0
26004,42,34,62.49,2124.66,One year,Electronic check,DSL,2,5.0,2021-08-22,0
44351,51,14,114.57,1603.98,,Electronic check,Fiber optic,2,3.0,2024-03-17,0
45481,37,7,52.58,368.06,Two year,,DSL,1,3.0,2024-05-13,0
41330,42,27,116.89,3156.03,,Bank transfer,Fiber optic,2,3.0,2023-10-14,0
36011,23,5,45.25,226.25,Month-to-month,Mailed check,DSL,3,4.0,2023-01-15,0
34292,63,16,92.37,1477.92,Two year,Electronic check,DSL,0,3.0,2022-10-19,0
4547,38,12,104.01,1248.12,Month-to-month,Electronic check,DSL,1,4.0,2018-08-21,0
16471,66,6,52.67,316.02,Month-to-month,Electronic check,Fiber optic,2,4.0,2020-04-21,0
34191,20,18,10.0,180.0,Month-to-month,Mailed check,Fiber optic,1,4.0,2022-10-14,0
42118,50,51,640.3114064095026,5381.52,Month-to-month,Credit card,Fiber optic,2,4.0,2023-11-24,0
6150,43,20,37.09,741.8,Two year,Electronic check,DSL,3,4.0,2018-11-11,0
28058,38,14,48.07,672.98,Month-to-month,Electronic check,DSL,2,4.0,2021-12-05,0
27852,18,54,107.18,5787.72,,Bank transfer,Fiber optic,2,4.0,2021-11-24,0
44680,32,2,85.01,170.02,Month-to-month,Bank transfer,DSL,2,5.0,2024-04-03,0
37210,59,0,75.31,0.0,Month-to-month,Bank transfer,No,1,2.0,2023-03-18,0
8633,62,36,44.96,1618.56,Month-to-month,Mailed check,DSL,2,4.0,2019-03-18,0
45363,40,23,103.6,2382.8,Month-to-month,Electronic check,No,4,4.0,2024-05-07,0
37786,18,14,10.0,140.0,Month-to-month,Credit card,Fiber optic,1,4.0,2023-04-16,0
34235,37,2,10.0,20.0,One year,Credit card,Fiber optic,0,3.0,2022-10-17,0
33908,21,6,13.31,79.86,One year,Credit card,DSL,4,2.0,2022-09-30,0
25126,26,57,105.95,6039.15,Month-to-month,,Fiber optic,1,3.0,2021-07-08,0
48348,47,14,81.06,1134.84,One year,Credit card,DSL,5,5.0,2024-10-07,0
13329,40,4,107.32,429.28,Two year,Credit card,Fiber optic,3,3.0,2019-11-13,0
28112,63,16,57.54,920.64,One year,Credit card,DSL,5,3.0,2021-12-08,0
35312,40,12,91.3,1095.6,One year,Bank transfer,No,1,3.0,2022-12-11,0
19633,53,89,73.22,6516.58,Month-to-month,Mailed check,DSL,2,5.0,2020-09-30,0
28236,28,15,127.97,1919.55,Month-to-month,Mailed check,Fiber optic,2,4.0,2021-12-14,0
1324,47,42,18.06,758.52,Month-to-month,Credit card,Fiber optic,0,3.0,2018-03-09,0
17256,49,5,,266.75,,Electronic check,No,6,2.0,2020-06-01,0
15972,23,15,,809.1,,Credit card,DSL,0,5.0,2020-03-27,0
15270,26,25,52.19,1304.75,One year,Mailed check,Fiber optic,2,4.0,2020-02-20,0
42303,25,2,87.24,174.48,Month-to-month,Electronic check,DSL,3,2.0,2023-12-03,1
24863,18,24,115.67,2776.08,Month-to-month,Credit card,DSL,4,,2021-06-24,0
10352,18,3,23.52,70.56,Month-to-month,Mailed check,No,2,3.0,2019-06-14,0
49702,26,12,42.87,514.44,Month-to-month,,No,3,4.0,2024-12-15,0
34204,49,7,51.12,357.84,Two year,Credit card,DSL,1,2.0,2022-10-15,0
609,18,75,54.48,4086.0,Month-to-month,Credit card,No,4,3.0,2018-02-01,1
27197,18,0,16.24,0.0,One year,Electronic check,Fiber optic,1,5.0,2021-10-22,1
49732,27,6,35.34,212.04,Month-to-month,Bank transfer,No,2,5.0,2024-12-17,0
35351,18,49,85.25,4177.25,One year,Mailed check,No,3,5.0,2022-12-13,0
41965,40,11,94.08,1034.88,One year,Credit card,DSL,2,4.0,2023-11-16,0
16963,18,30,100.77,3023.1,One year,Bank transfer,Fiber optic,4,4.0,2020-05-17,0
14505,48,10,75.27,752.7,Month-to-month,Electronic check,No,2,4.0,2020-01-12,0
18695,35,7,79.02,553.14,Month-to-month,Credit card,Fiber optic,1,4.0,2020-08-13,0
37611,30,43,98.12,4219.16,Two year,Credit card,Fiber optic,0,4.0,2023-04-07,0
18107,28,6,18.15,108.9,Month-to-month,Electronic check,Fiber optic,2,4.0,2020-07-14,0
44847,18,27,17.54,473.58,Month-to-month,Mailed check,Fiber optic,1,4.0,2024-04-11,0
384,32,13,50.93,662.09,Month-to-month,Credit card,No,0,2.0,2018-01-20,0
15666,53,89,66.3,5900.7,One year,Bank transfer,DSL,0,4.0,2020-03-11,0
26782,57,8,74.44,595.52,One year,Credit card,DSL,1,4.0,2021-10-01,0
14459,46,57,86.8,4947.6,One year,Credit card,Fiber optic,0,5.0,2020-01-10,0
13063,46,10,97.04,970.4,One year,Electronic check,Fiber optic,2,4.0,2019-10-30,0
14841,39,69,88.4,6099.6,One year,Bank transfer,Fiber optic,5,4.0,2020-01-29,0
30427,79,34,,608.94,Month-to-month,Bank transfer,No,0,4.0,2022-04-05,1
13472,18,16,66.01,1056.16,Month-to-month,Credit card,DSL,3,3.0,2019-11-20,0
39827,60,58,65.8,3816.4,One year,Electronic check,Fiber optic,2,4.0,2023-07-29,0
42606,50,82,118.57,9722.74,One year,Credit card,No,2,4.0,2023-12-19,0
476,36,23,89.5,2058.5,Month-to-month,Electronic check,Fiber optic,1,4.0,2018-01-25,0
37643,51,18,54.25,976.5,One year,,DSL,1,2.0,2023-04-09,0
49705,18,23,45.45,1045.35,One year,Credit card,Fiber optic,4,5.0,2024-12-15,0
25825,38,18,90.31,1625.58,Month-to-month,Mailed check,Fiber optic,4,4.0,2021-08-13,0
15178,47,2,58.91,117.82,Month-to-month,Credit card,No,3,4.0,2020-02-15,0
1468,45,2,23.77,47.54,Month-to-month,Credit card,Fiber optic,3,5.0,2018-03-16,0
39167,41,5,75.28,376.4,Month-to-month,Electronic check,DSL,2,3.0,2023-06-26,0
6725,32,15,25.28,379.2,,Credit card,DSL,3,4.0,2018-12-10,0
19793,55,0,89.28,0.0,Two year,Credit card,DSL,3,5.0,2020-10-08,0
10905,38,0,56.33,0.0,,Electronic check,DSL,3,3.0,2019-07-12,0
14164,64,6,135.31,811.86,,Electronic check,Fiber optic,2,1.0,2019-12-26,0
48224,50,17,48.66,827.22,Month-to-month,Bank transfer,No,2,4.0,2024-10-01,0
46369,30,24,79.64,1911.36,Month-to-month,Electronic check,Fiber optic,1,4.0,2024-06-28,0
8123,46,17,74.56,1267.52,Month-to-month,Mailed check,No,1,4.0,2019-02-20,0
11918,52,6,75.7,454.2,Two year,Bank transfer,Fiber optic,3,4.0,2019-09-02,0
7601,38,9,80.48,724.32,Month-to-month,Electronic check,DSL,0,4.0,2019-01-24,0
10423,40,70,110.81,7756.7,Month-to-month,Credit card,Fiber optic,3,4.0,2019-06-17,1
37076,32,11,131.63,1447.93,One year,Bank transfer,No,1,2.0,2023-03-11,0
44644,38,30,73.09,2192.7,One year,Electronic check,DSL,1,5.0,2024-04-01,0
31783,31,43,,2354.25,One year,Bank transfer,No,1,5.0,2022-06-13,0
3304,24,1,60.66,60.66,Month-to-month,Mailed check,Fiber optic,1,3.0,2018-06-18,0
6343,37,11,100.78,1108.58,Month-to-month,,DSL,1,3.0,2018-11-21,1
38500,51,56,96.65,5412.4,Two year,Credit card,DSL,2,5.0,2023-05-23,0
26990,24,19,41.84,794.96,Month-to-month,,Fiber optic,3,4.0,2021-10-11,0
924,29,14,72.31,1012.34,One year,Mailed check,Fiber optic,2,1.0,2018-02-17,0
34367,51,2,51.29,102.58,Month-to-month,Credit card,No,1,3.0,2022-10-23,0
3602,29,66,77.39,5107.74,Month-to-month,Mailed check,DSL,2,1.0,2018-07-04,1
11898,44,13,10.0,130.0,Month-to-month,Bank transfer,Fiber optic,1,5.0,2019-09-01,0
3876,57,59,111.32,6567.88,Two year,Bank transfer,DSL,1,3.0,2018-07-18,0
6869,32,2,53.12,106.24,Month-to-month,Mailed check,No,0,4.0,2018-12-18,1
11479,20,12,73.63,883.56,Month-to-month,Electronic check,DSL,1,4.0,2019-08-10,0
7029,22,19,13.51,256.69,Month-to-month,,DSL,1,3.0,2018-12-26,0
26819,29,10,35.1,351.0,Month-to-month,Bank transfer,Fiber optic,2,5.0,2021-10-02,0
4347,39,1,84.87,84.87,Month-to-month,Electronic check,No,5,3.0,2018-08-11,0
25807,51,4,76.87,307.48,Month-to-month,Bank transfer,DSL,3,4.0,2021-08-12,1
26769,21,40,20.05,802.0,Month-to-month,Bank transfer,No,1,2.0,2021-09-30,1
42077,47,3,122.38,367.14,Month-to-month,Credit card,Fiber optic,3,3.0,2023-11-21,0
8542,19,35,52.18,1826.3,Month-to-month,Credit card,Fiber optic,3,4.0,2019-03-13,0
6007,35,10,95.38,953.8,Two year,Bank transfer,DSL,0,4.0,2018-11-04,0
13853,62,27,43.42,1172.34,Two year,Credit card,DSL,1,3.0,2019-12-10,0
27678,50,48,89.42,4292.16,Month-to-month,Bank transfer,DSL,1,3.0,2021-11-15,0
39973,26,120,,7447.2,Month-to-month,Bank transfer,DSL,1,4.0,2023-08-06,0
30456,23,0,94.09,0.0,Month-to-month,Bank transfer,DSL,2,2.0,2022-04-06,1
28913,48,25,38.96,974.0,Month-to-month,Mailed check,Fiber optic,0,4.0,2022-01-18,0
41420,54,37,64.04,2369.48,One year,Credit card,Fiber optic,2,,2023-10-19,0
2626,27,21,89.34,1876.14,Month-to-month,Mailed check,DSL,1,2.0,2018-05-15,0
13001,40,23,98.93,2275.39,Two year,Electronic check,No,2,2.0,2019-10-27,1
16890,54,26,23.05,599.3,Two year,Credit card,DSL,3,,2020-05-13,0
40128,37,6,51.86,311.16,One year,Electronic check,Fiber optic,2,5.0,2023-08-14,0
46354,62,71,55.76,3958.96,Two year,Bank transfer,No,1,4.0,2024-06-27,0
21445,63,36,48.62,1750.32,Month-to-month,Mailed check,Fiber optic,0,5.0,2021-01-01,0
46111,42,2,47.69,95.38,One year,Bank transfer,DSL,1,2.0,2024-06-15,0
48534,18,45,69.93,3146.85,Two year,Electronic check,Fiber optic,1,,2024-10-17,0
28377,51,23,46.22,1063.06,Two year,Mailed check,DSL,1,3.0,2021-12-21,0
26334,31,2,23.08,46.16,Month-to-month,Bank transfer,No,4,4.0,2021-09-08,0
32620,27,15,80.23,1203.45,Month-to-month,Electronic check,Fiber optic,0,1.0,2022-07-26,1
32514,46,21,54.24,1139.04,One year,Electronic check,DSL,2,4.0,2022-07-21,0
31431,33,20,102.75,2055.0,Month-to-month,Credit card,DSL,6,4.0,2022-05-26,0
14862,34,13,70.41,915.33,Two year,Bank transfer,Fiber optic,4,3.0,2020-01-30,0
34967,21,0,97.46,0.0,Two year,Bank transfer,Fiber optic,2,4.0,2022-11-23,0
14884,45,76,78.94,5999.44,Two year,Bank transfer,Fiber optic,1,3.0,2020-01-31,0
44181,37,5,78.61,393.05,Two year,Mailed check,Fiber optic,3,4.0,2024-03-08,0
32851,50,12,66.56,798.72,One year,Electronic check,Fiber optic,0,4.0,2022-08-07,0
38856,57,18,99.64,1793.52,One year,Credit card,DSL,1,4.0,2023-06-10,0
5785,37,18,29.72,534.96,One year,Electronic check,No,2,4.0,2018-10-23,0
47996,29,0,104.52,0.0,Two year,Credit card,Fiber optic,1,,2024-09-19,0
43686,19,4,84.41,337.64,Month-to-month,Mailed check,Fiber optic,4,5.0,2024-02-12,0
14193,35,26,32.74,851.24,,Credit card,DSL,3,2.0,2019-12-27,0
7990,48,42,80.65,3387.3,Month-to-month,Electronic check,DSL,4,4.0,2019-02-13,0
24306,28,60,58.25,3495.0,Month-to-month,Bank transfer,DSL,4,3.0,2021-05-27,0
36432,82,13,64.78,842.14,Month-to-month,Credit card,Fiber optic,2,,2023-02-06,0
2358,42,21,80.31,1686.51,Two year,Bank transfer,Fiber optic,0,5.0,2018-05-01,0
42060,60,42,124.47,5227.74,One year,Credit card,DSL,4,3.0,2023-11-21,0
43350,19,3,80.76,242.28,One year,Bank transfer,Fiber optic,1,1.0,2024-01-26,0
1399,58,32,,661.12,Month-to-month,Electronic check,DSL,2,5.0,2018-03-13,0
45666,39,50,88.83,4441.5,Two year,Credit card,No,3,3.0,2024-05-23,0
26054,27,55,138.33,7608.15,Month-to-month,Credit card,DSL,2,3.0,2021-08-24,1
48188,41,0,72.62,0.0,Month-to-month,Bank transfer,Fiber optic,1,5.0,2024-09-29,0
13950,48,11,83.75,921.25,Month-to-month,Mailed check,Fiber optic,1,2.0,2019-12-15,0
9280,35,3,80.64,241.92,One year,Credit card,DSL,0,3.0,2019-04-20,0
30514,28,35,57.45,2010.75,Month-to-month,Electronic check,DSL,4,4.0,2022-04-09,0
29220,35,17,98.57,1675.69,Month-to-month,Electronic check,Fiber optic,1,4.0,2022-02-02,0
41508,47,27,22.24,600.48,One year,Credit card,Fiber optic,6,5.0,2023-10-23,1
47563,42,14,50.01,700.14,One year,Credit card,DSL,1,5.0,2024-08-28,0
23390,39,65,,2557.75,Two year,Mailed check,DSL,4,3.0,2021-04-10,0
37649,43,10,62.48,624.8,,Mailed check,Fiber optic,0,3.0,2023-04-09,0
17597,30,26,68.11,1770.86,One year,Mailed check,No,2,4.0,2020-06-18,0
37752,35,2,129.68,259.36,One year,Credit card,DSL,1,5.0,2023-04-14,0
16791,44,19,81.71,1552.49,Month-to-month,Mailed check,DSL,0,,2020-05-08,0
471,35,17,,2059.21,One year,Bank transfer,Fiber optic,1,4.0,2018-01-25,0
33591,40,3,70.11,210.33,Month-to-month,Credit card,Fiber optic,3,4.0,2022-09-14,0
27989,19,44,11.88,522.72,Month-to-month,Bank transfer,DSL,1,5.0,2021-12-01,0
48657,77,30,56.02,1680.6,One year,Electronic check,DSL,0,4.0,2024-10-23,0
9039,51,10,30.73,307.3,Month-to-month,Mailed check,DSL,2,4.0,2019-04-08,0
21633,23,18,115.07,2071.26,Month-to-month,Electronic check,Fiber optic,2,2.0,2021-01-10,1
19112,53,7,109.3,765.1,One year,Credit card,DSL,2,5.0,2020-09-03,0
13105,45,36,92.58,3332.88,Two year,Credit card,Fiber optic,2,5.0,2019-11-01,0
29418,40,22,106.27,2337.94,Two year,Credit card,No,5,5.0,2022-02-12,0
20315,48,53,42.71,2263.63,Month-to-month,Credit card,Fiber optic,1,4.0,2020-11-04,0
26774,42,31,10.0,310.0,Two year,Electronic check,Fiber optic,3,3.0,2021-09-30,0
7970,56,16,85.65,1370.4,One year,Mailed check,DSL,3,3.0,2019-02-12,0
39447,20,24,28.33,679.92,Two year,Bank transfer,DSL,3,3.0,2023-07-10,0
20346,45,5,10.0,50.0,One year,Electronic check,Fiber optic,0,4.0,2020-11-06,0
13489,43,15,16.3,244.5,Month-to-month,Electronic check,Fiber optic,1,4.0,2019-11-21,0
29134,41,120,75.1,9012.0,Month-to-month,Credit card,Fiber optic,2,5.0,2022-01-29,0
29189,33,7,68.11,476.77,One year,Electronic check,DSL,0,3.0,2022-02-01,1
15600,18,17,67.45,1146.65,Two year,Credit card,Fiber optic,3,5.0,2020-03-08,0
40141,43,18,133.64,2405.52,One year,Electronic check,No,4,4.0,2023-08-14,0
17854,27,28,97.43,2728.04,Month-to-month,Bank transfer,Fiber optic,1,4.0,2020-07-01,0
44927,50,26,56.09,1458.34,One year,Credit card,Fiber optic,0,3.0,2024-04-15,0
3644,39,12,86.25,1035.0,One year,Credit card,Fiber optic,2,4.0,2018-07-06,0
9725,28,10,71.74,717.4,One year,Bank transfer,Fiber optic,3,3.0,2019-05-13,0
33778,57,5,82.89,414.45,,Credit card,DSL,1,4.0,2022-09-23,0
13898,20,73,35.58,2597.34,One year,Credit card,Fiber optic,2,3.0,2019-12-12,0
15080,34,14,96.86,1356.04,One year,Electronic check,DSL,4,4.0,2020-02-10,0
8502,33,27,35.01,945.27,Month-to-month,Mailed check,Fiber optic,2,2.0,2019-03-11,1
32892,38,9,24.77,222.93,Two year,Credit card,Fiber optic,1,3.0,2022-08-09,0
9393,36,4,71.58,286.32,Two year,Electronic check,Fiber optic,0,5.0,2019-04-26,0
3249,43,25,101.16,2529.0,Month-to-month,Electronic check,DSL,1,1.0,2018-06-16,0
8914,44,16,31.33,501.28,Month-to-month,Credit card,Fiber optic,4,3.0,2019-04-01,0
44802,39,1,74.08,74.08,Two year,Credit card,DSL,2,4.0,2024-04-09,0
10428,32,10,63.08,630.8,One year,Electronic check,Fiber optic,2,4.0,2019-06-18,0
38962,38,47,,4251.62,One year,Bank transfer,No,2,4.0,2023-06-15,0
25513,50,11,114.97,1264.67,Two year,Bank transfer,Fiber optic,1,5.0,2021-07-28,0
26204,45,15,10.0,150.0,One year,,DSL,2,5.0,2021-09-01,0
10756,39,73,98.24,7171.52,Month-to-month,Mailed check,Fiber optic,2,4.0,2019-07-04,0
46551,39,37,51.94,1921.78,One year,Bank transfer,DSL,2,5.0,2024-07-07,0
10073,54,23,73.19,1683.37,Month-to-month,Bank transfer,Fiber optic,1,3.0,2019-05-30,0
33348,46,9,70.13,631.17,Month-to-month,Credit card,Fiber optic,3,2.0,2022-09-01,0
38262,39,0,61.85,0.0,Two year,Mailed check,DSL,0,5.0,2023-05-10,0
29259,41,2,59.68,119.36,One year,Electronic check,Fiber optic,2,,2022-02-04,0
36154,34,12,43.32,519.84,One year,Electronic check,Fiber optic,3,3.0,2023-01-23,0
31700,49,10,80.89,808.9,Month-to-month,Credit card,DSL,2,4.0,2022-06-09,0
182,27,31,97.53,3023.43,,Credit card,DSL,1,1.0,2018-01-10,0
9207,55,34,,4023.56,Month-to-month,Credit card,DSL,0,3.0,2019-04-16,0
11505,67,33,101.84,3360.72,Two year,Electronic check,No,3,2.0,2019-08-12,0
49484,63,2,98.37,196.74,Two year,Credit card,No,1,3.0,2024-12-04,0
25414,46,32,97.8,3129.6,Two year,Electronic check,Fiber optic,1,1.0,2021-07-23,0
